颜色检测时间线报告
==================================================
检测坐标: (1470, 410)
总记录数: 126
生成时间: 2025-06-24 16:43:55

时间		颜色			状态	描述
--------------------------------------------------------------------------------
16:28:52.626	(92, 83, 93, 255)		淡色系	攻击1中
16:28:52.959	(93, 82, 93, 255)		淡色系	攻击1中
16:28:53.288	(94, 82, 93, 255)		淡色系	攻击1中
16:28:54.085	(51, 75, 133, 255)		灰色系	攻击2中
16:29:27.229	(92, 82, 92, 255)		淡色系	攻击1中
16:29:27.559	(92, 82, 91, 255)		淡色系	攻击1中
16:29:27.883	(95, 82, 92, 255)		淡色系	攻击1中
16:29:28.737	(92, 82, 92, 255)		淡色系	攻击2中
16:29:29.065	(92, 82, 92, 255)		淡色系	攻击2中
16:29:29.389	(92, 82, 92, 255)		淡色系	攻击2中
16:29:30.432	(74, 78, 108, 255)		灰色系	攻击3中
16:30:01.546	(92, 82, 93, 255)		淡色系	攻击1中
16:30:01.866	(92, 82, 93, 255)		淡色系	攻击1中
16:30:02.199	(93, 83, 93, 255)		淡色系	攻击1中
16:30:03.164	(92, 82, 91, 255)		淡色系	攻击2中
16:30:03.502	(132, 140, 160, 255)		灰色系	攻击2中
16:30:36.344	(92, 82, 92, 255)		淡色系	攻击1中
16:30:36.672	(94, 81, 92, 255)		淡色系	攻击1中
16:30:37.009	(94, 81, 94, 255)		淡色系	攻击1中
16:30:37.954	(63, 77, 117, 255)		灰色系	攻击2中
16:31:09.503	(92, 82, 93, 255)		淡色系	攻击1中
16:31:09.820	(91, 82, 94, 255)		淡色系	攻击1中
16:31:10.150	(93, 82, 95, 255)		淡色系	攻击1中
16:31:11.094	(71, 79, 110, 255)		灰色系	攻击2中
16:31:42.538	(93, 82, 92, 255)		淡色系	攻击1中
16:31:42.855	(93, 82, 92, 255)		淡色系	攻击1中
16:31:43.181	(92, 81, 92, 255)		淡色系	攻击1中
16:31:44.129	(35, 71, 89, 255)		灰色系	攻击2中
16:32:16.799	(93, 82, 93, 255)		淡色系	攻击1中
16:32:17.130	(93, 82, 92, 255)		淡色系	攻击1中
16:32:17.460	(94, 82, 94, 255)		淡色系	攻击1中
16:32:18.475	(87, 81, 94, 255)		淡色系	攻击2中
16:32:18.797	(89, 88, 65, 255)		灰色系	攻击2中
16:32:50.385	(93, 83, 95, 255)		淡色系	攻击1中
16:32:50.710	(93, 83, 92, 255)		淡色系	攻击1中
16:32:51.628	(96, 92, 53, 255)		灰色系	攻击2中
16:33:24.770	(92, 82, 94, 255)		淡色系	攻击1中
16:33:25.096	(93, 82, 94, 255)		淡色系	攻击1中
16:33:25.425	(91, 81, 90, 255)		淡色系	攻击1中
16:33:26.252	(77, 80, 106, 255)		灰色系	攻击2中
16:33:57.320	(92, 82, 93, 255)		淡色系	攻击1中
16:33:57.665	(93, 82, 93, 255)		淡色系	攻击1中
16:33:57.999	(92, 81, 92, 255)		淡色系	攻击1中
16:33:58.877	(48, 68, 47, 255)		灰色系	攻击2中
16:34:30.621	(95, 82, 94, 255)		淡色系	攻击1中
16:34:30.948	(95, 82, 93, 255)		淡色系	攻击1中
16:34:31.268	(92, 82, 92, 255)		淡色系	攻击1中
16:34:32.148	(77, 80, 107, 255)		灰色系	攻击2中
16:35:05.016	(92, 82, 92, 255)		淡色系	攻击1中
16:35:05.340	(92, 82, 92, 255)		淡色系	攻击1中
16:35:05.669	(94, 81, 92, 255)		淡色系	攻击1中
16:35:06.633	(92, 82, 95, 255)		淡色系	攻击2中
16:35:06.962	(146, 147, 155, 255)		淡色系	攻击2中
16:35:07.288	(90, 118, 172, 255)		灰色系	攻击2中
16:35:40.820	(92, 82, 93, 255)		淡色系	攻击1中
16:35:41.152	(94, 82, 93, 255)		淡色系	攻击1中
16:35:41.476	(93, 83, 91, 255)		淡色系	攻击1中
16:35:42.520	(71, 78, 115, 255)		灰色系	攻击2中
16:36:14.087	(92, 82, 93, 255)		淡色系	攻击1中
16:36:14.413	(93, 82, 93, 255)		淡色系	攻击1中
16:36:14.739	(92, 82, 90, 255)		淡色系	攻击1中
16:36:15.689	(70, 79, 113, 255)		灰色系	攻击2中
16:36:49.256	(94, 81, 93, 255)		淡色系	攻击1中
16:36:49.587	(92, 82, 94, 255)		淡色系	攻击1中
16:36:49.915	(90, 83, 92, 255)		淡色系	攻击1中
